454,11
455,15
456,14
457,10
458,8
459,10
460,13
461,12
462,13
463,13
464,17
465,6
466,11
467,10
468,7
469,6
470,7
471,9
472,13
473,9
474,5
475,8
476,4
477,8
478,10
479,4
480,10
481,12
482,11
483,11
484,5
485,7
486,7
487,5
488,8
489,9
490,9
491,8
492,7
493,9
494,3
495,9
496,4
497,10
498,4
499,8
500,11
501,3
502,8
503,4
504,8
505,6
506,7
507,5
508,3
509,4
510,6
511,6
512,5
513,5
514,7
515,7
516,6
517,8
518,7
519,6
520,9
521,6
522,8
523,8
524,8
525,6
526,5
527,7
528,4
529,6
530,10
531,4
532,12
533,4
534,10
535,4
536,5
537,7
538,4
539,5
540,6
541,7
542,7
543,9
544,0
545,3
546,7
547,4
548,7
549,3
550,3
551,9
552,6
553,6
554,4
555,6
556,6
557,4
558,5
559,3
560,4
561,6
562,2
563,9
564,5
565,2
566,2
567,6
568,7
569,6
570,7
571,8
572,5
573,5
574,7
575,7
576,5
577,8
578,12
579,3
580,5
581,2
582,2
583,2
584,3
585,5
586,9
587,7
588,6
589,9
590,3
591,8
592,3
593,2
594,6
595,6
596,9
597,2
598,7
599,4
600,3
601,2
602,7
603,3
604,3
605,4
606,7
607,5
608,8
609,5
610,0
611,10
612,11
613,4
614,3
615,4
616,6
617,4
618,3
619,5
620,5
621,5
622,2
623,4
624,6
625,3
626,2
627,2
628,4
629,6
630,4
631,6
632,8
633,6
634,3
635,3
636,6
637,2
638,8
639,4
640,4
641,2
642,2
643,3
644,3
645,7
646,4
647,6
648,2
649,6
650,4
651,5
652,5
653,5
654,5
655,2
656,5
657,6
658,3
659,7
660,7
661,6
662,3
663,3
664,9
665,6
666,5
667,4
668,3
669,1
670,5
671,5
672,5
673,3
674,4
675,2
676,4
677,3
678,2
679,4
680,3
681,3
682,4
683,5
684,1
685,2
686,1
687,1
688,0
689,4
690,1
691,3
692,1
693,5
694,2
695,2
696,7
697,5
698,1
699,3
700,6
701,2
702,2
703,1
704,6
705,4
706,2
707,3
708,0
709,5
710,1
711,3
712,2
713,4
714,1
715,3
716,3
717,1
718,1
719,4
720,4
721,1
722,5
723,3
724,3
725,3
726,5
727,2
728,1
729,3
730,1
731,0
732,5
733,2
734,1
735,3
736,1
737,3
738,4
739,4
740,4
741,1
742,3
743,2
744,3
745,3
746,2
747,3
748,2
749,3
750,1
751,0
752,1
753,1
754,0
755,1
756,2
757,2
758,0
759,2
760,3
761,4
762,2
763,1
764,5
765,1
766,1
767,2
768,0
769,2
770,2
771,5
772,3
773,4
774,1
775,1
776,6
777,0
778,1
779,6
780,2
781,1
782,3
783,1
784,1
785,3
786,5
787,2
788,1
789,3
790,3
791,1
792,3
793,2
794,1
795,0
796,0
797,1
798,1
799,2
800,4
801,3
802,2
803,5
804,5
805,8
806,1
807,1
808,1
809,3
810,4
811,2
812,3
813,2
814,4
815,2
816,3
817,0
818,3
819,3
820,2
821,7
822,2
823,2
824,2
825,4
826,4
827,2
828,4
829,5
830,6
831,4
832,4
833,2
834,1
835,3
836,5
837,2
838,3
839,2
840,5
841,1
842,2
843,3
844,6
845,4
846,7
847,1
848,1
849,2
850,4
851,3
852,3
853,0
854,2
855,5
856,2
857,7
858,1
859,2
860,5
861,3
862,3
863,2
864,2
865,3
866,4
867,1
868,2
869,1
870,1
871,1
872,2
873,1
874,1
875,0
876,2
877,1
878,0
879,2
880,0
881,2
882,0
883,1
884,2
885,2
886,1
887,2
888,2
889,0
890,4
891,0
892,0
893,1
894,2
895,1
896,2
897,1
898,0
899,1
900,2
901,0
902,0
903,1
904,2
905,0
906,0
907,0
908,1
909,0
910,2
911,1
912,0
913,1
914,0
915,0
916,3
917,0
918,1
919,0
920,1
921,0
922,0
923,0
924,2
925,0
926,1
927,0
928,2
929,0
930,0
931,0
932,2
933,0
934,1
935,0
936,0
937,1
938,0
939,0
940,2
941,0
942,0
943,1
944,0
945,0
946,0
947,0
948,1
949,1
950,0
951,0
952,0
953,1
954,1
955,2
956,0
957,0
958,1
959,2
960,1
961,0
962,0
963,1
964,0
965,0
966,0
967,0
968,0
969,2
970,1
971,0
972,0
973,0
974,0
975,0
976,2
977,0
978,2
979,2
980,0
981,0
982,1
983,0
984,0
985,0
986,1
987,1
988,2
989,0
990,2
991,0
992,0
993,2
994,0
995,0
996,0
997,1
998,0
999,1
1000,1
1001,0
1002,1
1003,1
1004,0
1005,0
1006,1
1007,0
1008,0
1009,0
1010,0
1011,1
1012,0
1013,0
1014,0
1015,0
1016,1
1017,2
1018,0
1019,0
1020,0
1021,2
1022,1
1023,1
