480,395
481,398
482,377
483,372
484,355
485,402
486,371
487,339
488,350
489,334
490,368
491,344
492,352
493,339
494,316
495,309
496,279
497,271
498,283
499,310
500,276
501,333
502,311
503,297
504,288
505,308
506,328
507,299
508,304
509,298
510,276
511,308
512,301
513,298
514,284
515,275
516,269
517,314
518,259
519,310
520,298
521,303
522,278
523,286
524,263
525,278
526,275
527,274
528,314
529,269
530,284
531,276
532,261
533,286
534,263
535,289
536,286
537,310
538,306
539,289
540,288
541,292
542,300
543,293
544,290
545,300
546,280
547,298
548,298
549,283
550,318
551,286
552,289
553,328
554,311
555,279
556,290
557,297
558,316
559,324
560,314
561,309
562,315
563,294
564,335
565,281
566,298
567,293
568,297
569,297
570,314
571,299
572,290
573,273
574,313
575,321
576,312
577,289
578,293
579,288
580,288
581,261
582,291
583,257
584,242
585,230
586,292
587,234
588,243
589,274
590,227
591,259
592,268
593,245
594,296
595,268
596,275
597,240
598,226
599,279
600,254
601,254
602,246
603,252
604,243
605,246
606,248
607,267
608,268
609,274
610,268
611,287
612,262
613,320
614,267
615,316
616,292
617,264
618,264
619,292
620,284
621,313
622,316
623,302
624,316
625,313
626,284
627,311
628,316
629,314
630,303
631,326
632,326
633,264
634,321
635,312
636,333
637,365
638,289
639,324
640,299
641,348
642,331
643,293
644,300
645,289
646,309
647,304
648,329
649,289
650,292
651,295
652,295
653,291
654,250
655,266
656,255
657,256
658,271
659,231
660,238
661,243
662,255
663,226
664,221
665,219
666,237
667,213
668,236
669,208
670,179
671,195
672,188
673,174
674,184
675,164
676,165
677,151
678,152
679,175
680,156
681,147
682,138
683,139
684,132
685,134
686,106
687,131
688,117
689,117
690,109
691,91
692,93
693,73
694,92
695,85
696,80
697,76
698,85
699,73
700,67
701,81
702,75
703,80
704,81
705,89
706,74
707,67
708,72
709,52
710,61
711,68
712,56
713,68
714,76
715,68
716,61
717,50
718,55
719,49
720,43
721,53
722,58
723,56
724,50
725,55
726,53
727,42
728,42
729,50
730,44
731,54
732,52
733,38
734,52
735,57
736,51
737,50
738,57
739,46
740,53
741,44
742,53
743,46
744,57
745,40
746,53
747,47
748,46
749,56
750,48
751,47
752,43
753,44
754,59
755,71
756,65
757,57
758,57
759,50
760,52
761,65
762,52
763,68
764,56
765,56
766,55
767,63
768,57
769,78
770,86
771,84
772,75
773,67
774,85
775,66
776,75
777,47
778,68
779,80
780,64
781,91
782,72
783,108
784,98
785,87
786,90
787,95
788,97
789,125
790,101
791,87
792,104
793,103
794,120
795,100
796,114
797,112
798,89
799,102
800,105
801,105
802,133
803,111
804,123
805,113
806,118
807,108
808,119
809,119
810,115
811,111
812,107
813,102
814,117
815,110
816,95
817,127
818,102
819,101
820,100
821,119
822,112
823,92
824,108
825,110
826,99
827,86
828,103
829,105
830,108
831,93
832,89
833,106
834,100
835,79
836,86
837,104
838,89
839,81
840,87
841,75
842,80
843,82
844,90
845,84
846,70
847,63
848,63
849,60
850,59
851,46
852,56
853,52
854,38
855,45
856,62
857,47
858,37
859,37
860,36
861,43
862,40
863,35
864,35
865,34
866,32
867,30
868,30
869,36
870,23
871,26
872,22
873,27
874,16
875,18
876,23
877,22
878,21
879,14
880,18
881,10
882,19
883,10
884,18
885,12
886,14
887,9
888,8
889,9
890,2
891,9
892,6
893,8
894,11
895,3
896,10
897,2
898,5
899,2
900,6
901,2
902,4
903,3
904,5
905,5
906,3
907,2
908,5
909,2
910,5
911,4
912,4
913,3
914,4
915,4
916,2
917,3
918,1
919,4
920,6
921,5
922,2
923,3
924,2
925,2
926,2
927,0
928,0
929,3
930,3
931,3
932,1
933,4
934,1
935,1
936,1
937,2
938,3
939,3
940,1
941,0
942,1
943,2
944,4
945,3
946,5
947,4
948,2
949,1
950,0
951,3
952,0
953,1
954,0
955,1
956,0
957,1
958,1
959,0
960,1
961,0
962,2
963,2
964,2
965,2
966,1
967,1
968,2
969,2
970,0
971,3
972,1
973,0
974,0
975,0
976,2
977,1
978,1
979,0
980,0
981,1
982,2
983,0
984,0
985,1
986,4
987,0
988,0
989,0
990,1
991,1
992,0
993,3
994,2
995,0
996,0
997,0
998,0
999,3
1000,1
1001,3
1002,1
1003,0
1004,1
1005,1
1006,1
1007,0
1008,1
1009,1
1010,1
1011,0
1012,0
1013,4
1014,2
1015,0
1016,0
1017,1
1018,0
1019,1
1020,0
1021,1
1022,1
1023,0
