0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,17761
22,18284
23,19046
24,20174
25,20817
26,20233
27,19196
28,17212
29,14598
30,12081
31,9563
32,7523
33,6106
34,4656
35,3942
36,3304
37,2987
38,3114
39,3389
40,3624
41,4146
42,4827
43,5526
44,5972
45,6658
46,7217
47,7327
48,7731
49,7721
50,7938
51,7578
52,7445
53,7104
54,6849
55,6567
56,6376
57,5970
58,5535
59,5221
60,4828
61,4608
62,4634
63,4544
64,4741
65,5025
66,5666
67,6274
68,7191
69,8151
70,9242
71,10717
72,11964
73,13127
74,14020
75,14640
76,15070
77,15147
78,15149
79,14086
80,13454
81,12466
82,11333
83,10063
84,8796
85,7585
86,6559
87,5624
88,4680
89,3934
90,3423
91,2964
92,2736
93,2591
94,2533
95,2315
96,2301
97,2311
98,2380
99,2376
100,2266
101,2299
102,2226
103,2140
104,2218
105,2148
106,2217
107,2093
108,2077
109,2009
110,1962
111,1944
112,1950
113,1933
114,1948
115,1940
116,1920
117,1857
118,1822
119,1805
120,1937
121,1777
122,1919
123,1876
124,1839
125,1847
126,1848
127,1865
128,1868
129,1911
130,1999
131,1902
132,1991
133,2065
134,2050
135,2167
136,2220
137,2253
138,2262
139,2441
140,2385
141,2439
142,2584
143,2589
144,2648
145,2626
146,2778
147,2736
148,2779
149,2773
150,2769
151,2776
152,2653
153,2618
154,2599
155,2413
156,2382
157,2148
158,2141
159,2125
160,1940
161,1959
162,1746
163,1690
164,1715
165,1525
166,1485
167,1431
168,1423
169,1287
170,1274
171,1292
172,1271
173,1246
174,1207
175,1188
176,1220
177,1234
178,1249
179,1316
180,1295
181,1413
182,1410
183,1459
184,1499
185,1561
186,1515
187,1688
188,1729
189,1840
190,1972
191,2126
192,2191
193,2371
194,2427
195,2549
196,2658
197,2861
198,2859
199,2896
200,3130
201,3108
202,3169
203,3281
204,3336
205,3354
206,3448
207,3533
208,3445
209,3489
210,3374
211,3299
212,3263
213,3245
214,3057
215,2920
216,2835
217,2830
218,2701
219,2488
220,2415
221,2347
222,2050
223,2083
224,1993
225,1686
226,1714
227,1620
228,1537
229,1459
230,1324
231,1276
232,1202
233,1145
234,1100
235,1030
236,1000
237,1001
238,956
239,945
240,903
241,902
242,849
243,832
244,809
245,825
246,881
247,854
248,799
249,870
250,816
251,892
252,824
253,847
254,792
255,827
256,820
257,878
258,770
259,779
260,799
261,897
262,781
263,751
264,776
265,758
266,740
267,722
268,780
269,755
270,698
271,736
272,695
273,716
274,682
275,651
276,675
277,632
278,632
279,642
280,641
281,630
282,582
283,571
284,610
285,568
286,529
287,548
288,514
289,549
290,535
291,560
292,533
293,563
294,551
295,585
296,530
297,496
298,534
299,520
300,526
301,518
302,565
303,502
304,477
305,488
306,497
307,477
308,521
309,521
310,490
311,470
312,454
313,488
314,466
315,457
316,468
317,477
318,489
319,505
320,432
321,458
322,487
323,468
324,437
325,422
326,454
327,455
328,459
329,449
330,441
331,451
332,423
333,402
334,446
335,418
336,469
337,446
338,457
339,437
340,438
341,442
342,430
343,460
344,414
345,418
346,391
347,418
348,386
349,411
350,433
351,388
352,404
353,395
354,396
355,387
356,385
357,420
358,380
359,391
360,401
361,366
362,401
363,389
364,377
365,419
366,373
367,365
368,410
369,390
370,393
371,385
372,388
373,381
374,381
375,401
376,378
377,404
378,403
379,390
380,390
381,422
382,397
383,425
384,431
385,419
386,394
387,435
388,393
389,440
390,415
391,399
392,371
393,400
394,463
395,404
396,398
397,372
398,408
399,395
400,351
401,431
402,419
403,411
404,376
405,419
406,404
407,430
408,410
409,361
410,400
411,407
412,424
413,430
414,378
415,405
416,396
417,433
418,419
419,407
420,407
421,442
422,371
423,429
424,399
425,386
426,408
427,456
428,393
429,405
430,423
431,410
432,447
433,403
434,414
435,445
436,448
437,458
438,487
439,461
440,420
441,441
442,442
443,482
444,473
445,497
446,490
447,504
448,507
449,475
450,546
451,525
452,481
453,501
454,498
455,479
456,502
457,494
458,495
459,511
460,506
461,481
462,518
463,495
464,473
465,475
466,506
467,467
468,514
469,492
470,492
471,476
472,465
473,448
474,491
475,419
476,444
477,469
478,392
479,414
