file_number,pulse_number,time_difference,threshold
4,24101,4984,-466.0
4,24112,648,-230.5
4,24131,1192,-150
4,24158,7816,-150
4,24162,5816,-157.0
4,24275,1640,-150
4,24311,16,-150
4,24425,16,-150
4,24437,2912,-150
4,24843,536,-465.0
4,24923,1288,-345.0
4,24980,680,-302.5
4,24994,16,-181.5
4,25080,568,-382.5
4,25200,16,-150
4,25295,656,-150
4,25296,16,-371.5
4,25435,3864,-150.0
4,25484,240,-525.0
4,25816,5736,-420.0
4,25863,6664,-150
4,26042,528,-150
4,26322,2192,-150
4,26339,760,-150
4,26391,16,-150.5
4,26449,16,-150
4,26782,6680,-150
4,26857,4536,-150
4,26880,7416,-150
4,26891,920,-277.5
4,27026,24,-191.0
4,27200,976,-251.0
4,27282,16,-150
4,27435,24,-228.5
4,27489,1256,-561.5
4,27512,2728,-318.0
4,27567,1752,-582.5
4,27574,3240,-150
4,27685,24,-241.5
4,27732,2048,-222.5
4,27757,16,-150
4,27943,512,-150
4,28151,16,-150
4,28175,792,-505.0
4,28189,16,-150
4,28266,3512,-453.0
4,28325,1768,-150
4,28555,2848,-226.5
4,28561,1424,-150
4,28704,1504,-150
4,29203,24,-155.5
4,29218,312,-636.5
4,29399,840,-219.5
4,29409,2904,-169.0
4,29534,736,-150
4,29613,4024,-150
4,29637,976,-580.5
4,29927,3816,-520.5
4,29937,1784,-248.5
4,30020,16,-150
4,30125,232,-193.0
4,30256,1216,-150
4,30567,256,-263.0
4,30676,24,-150
4,30680,3264,-301.5
4,31034,16,-150
4,31089,7672,-171.5
4,31278,32,-150
4,31619,4680,-453.0
4,31629,24,-150
4,31675,824,-178.0
4,31759,16,-150
4,31782,128,-560.0
4,31952,1016,-150
4,32030,24,-150
4,32147,1944,-167.0
4,32336,704,-668.5
4,32615,16,-497.5
4,33283,6096,-150
4,33287,16,-366.0
4,33470,2864,-1211.5
4,33484,2336,-150
4,33505,672,-228.5
4,33581,1400,-150
4,33612,1256,-150
4,33619,1560,-150
4,33626,856,-150
4,33731,16,-150
4,34133,3464,-378.0
4,34238,1240,-150
4,34240,48,-583.5
4,34297,2032,-487.0
4,34445,88,-270.0
4,34854,1688,-150
4,34858,1576,-637.5
4,34875,16,-150
4,34962,24,-150
4,34969,16,-150
4,35093,6368,-150
4,35100,24,-158.5
4,35132,160,-150
4,35232,1792,-274.0
4,35453,16,-242.5
4,35512,5080,-150
4,35606,1712,-163.5
4,36100,1448,-150
4,36193,536,-231.0
4,36235,2448,-150
4,36293,480,-833.5
4,36619,24,-182.5
4,36745,16,-150
4,36749,112,-150
4,36837,1728,-150
4,36991,16,-186.5
4,37074,328,-209.0
4,37250,16,-150
4,37372,320,-294.0
4,37411,1072,-262.0
4,37421,2672,-150
4,37512,16,-150
4,37522,192,-315.5
4,37611,408,-393.5
4,37949,3224,-174.0
4,38018,16,-172.5
4,38025,2088,-150
4,38217,1008,-430.0
4,38330,16,-150
4,38380,1816,-349.0
4,38598,16,-150
4,38630,24,-173.0
4,38631,5008,-904.0
4,38642,16,-391.5
4,38695,24,-150
4,39040,952,-262.0
4,39082,4256,-150
4,39259,24,-433.5
4,39348,408,-173.0
4,39466,3304,-150
4,39618,4480,-469.0
4,39667,2768,-150
4,39692,16,-150
4,39709,1280,-150
4,39825,16,-182.0
4,39840,3088,-243.0
4,39931,2080,-268.0
4,40064,552,-370.5
4,40488,32,-163.0
4,40855,16,-238.5
4,40912,16,-201.0
4,41049,16,-370.5
4,41095,944,-150
4,41301,24,-150
4,41556,3376,-155.0
4,41616,424,-150
4,41644,3104,-150
4,41935,200,-151.5
4,42149,24,-150
4,42203,16,-150.0
4,42386,3480,-296.0
4,42439,7112,-150
4,42473,16,-269.0
4,42744,56,-150
4,42786,7168,-150
4,42876,520,-481.5
4,42906,1944,-150
4,43016,4160,-217.0
4,43060,7904,-189.0
4,43073,32,-150
4,43212,1200,-150
4,43422,3424,-150
4,43484,16,-161.0
4,43532,2584,-355.5
4,43708,16,-434.5
4,43709,1008,-150
4,43725,16,-155.5
4,43739,216,-394.5
4,43845,1752,-150
4,44024,1520,-150
4,44296,16,-150
4,44464,16,-281.0
4,44556,24,-160.5
4,44731,3352,-2361.5
4,44920,96,-150
4,45027,816,-150
4,45224,792,-319.0
4,45490,16,-234.0
4,45876,16,-214.0
4,46196,488,-150
4,46198,4256,-150
4,46200,2016,-152.0
4,46250,6672,-150
4,46294,3416,-205.5
4,46325,1584,-515.0
4,46597,5784,-682.5
4,46811,552,-233.5
4,47122,24,-176.0
4,47142,1016,-350.0
4,47219,1000,-572.5
4,47288,560,-180.5
4,47482,216,-150
4,47493,24,-150
4,47506,1712,-150
4,47538,16,-179.0
4,47596,2144,-150
4,47618,3024,-654.5
4,47952,160,-180.5
4,48214,408,-150
4,48220,7432,-150
4,48274,16,-150
4,48348,1584,-150
4,48422,16,-413.0
4,48669,16,-150
4,48882,3304,-150
4,48883,24,-170.5
4,48920,16,-373.5
4,49361,5040,-150
4,49420,2288,-241.0
4,49517,2952,-150
4,49654,4480,-150
4,49687,8088,-150
4,49812,1184,-333.5
4,49921,3376,-150
4,49990,2640,-320.5
4,50129,104,-207.0
4,50290,168,-443.0
4,50372,24,-150
4,50378,16,-150
4,50468,648,-150
4,50664,1272,-181.5
4,51040,32,-170.5
4,51119,16,-150
4,51586,1672,-205.5
4,51660,1976,-190.5
4,51799,368,-167.0
4,51817,688,-702.5
4,51821,6200,-666.0
4,51865,1544,-300.0
4,51969,160,-1017.5
4,52181,3264,-204.0
4,52321,1040,-150
4,52435,16,-316.0
4,52552,6880,-1435.0
4,52658,6288,-150
4,52709,4496,-150
4,52814,72,-150
4,52969,16,-150
4,53269,1376,-350.5
4,53656,512,-150
4,53756,2344,-150
4,53774,3584,-150
4,54080,24,-150
4,54210,16,-150
4,54483,16,-150
4,54492,24,-206.5
4,54617,16,-189.0
4,54685,120,-325.0
4,54789,24,-310.5
4,54791,6384,-217.0
4,54880,7704,-150
4,55086,16,-150
4,55090,16,-150.0
4,55198,16,-376.5
4,55223,120,-311.0
4,55429,1400,-150
4,55584,16,-150
4,55632,536,-150
4,55750,24,-194.5
4,55885,5216,-150
4,56068,8600,-183.5
4,56155,24,-150
4,56177,16,-166.5
4,56389,16,-150
4,56560,392,-150
4,56613,6176,-663.0
4,56670,240,-200.5
4,56839,4968,-977.5
4,57342,24,-150
4,57451,16,-150
4,57498,2072,-150
4,57931,736,-150
4,57935,504,-150
4,58106,48,-206.5
4,58141,2976,-571.5
4,58174,3616,-150
4,58206,24,-172.5
4,58265,1912,-489.5
4,58299,2984,-559.0
4,58461,16,-150
4,58559,4032,-276.0
4,58614,2624,-150
4,58711,680,-380.5
4,58741,24,-222.0
4,58757,2712,-150
4,58785,704,-385.5
4,58801,4952,-150
4,59028,24,-465.0
4,59080,16,-150
4,59098,16,-150
4,59138,688,-202.5
4,59194,16,-150
4,59475,3504,-150
4,59557,128,-183.5
4,59692,1216,-245.0
4,59995,2528,-150
4,60017,304,-1397.5
4,60040,240,-269.5
4,60335,264,-289.5
4,60545,184,-233.0
4,60591,1672,-150
4,60700,4408,-571.5
5,4,1448,-150
5,105,24,-412.0
5,186,16,-150
5,502,16,-150
5,513,3952,-417.5
5,701,6112,-150
5,746,2384,-150
5,783,1632,-192.0
5,911,16,-150
5,1243,72,-293.0
5,1261,1504,-158.5
5,1348,192,-309.5
5,1362,16,-150
5,1528,24,-150
5,1531,304,-174.0
5,1533,440,-483.0
5,1602,3104,-150
5,1729,16,-150
5,1770,8448,-278.0
5,1889,3184,-365.0
5,2231,5752,-150
5,2498,24,-174.5
5,2643,32,-150
5,2797,4992,-150
5,3118,864,-150
5,3504,1208,-477.0
5,3777,2496,-150
5,3791,1760,-220.5
5,4147,560,-464.5
5,4186,16,-193.0
5,4533,1088,-348.5
5,4562,120,-150
5,4697,952,-150
5,4700,1672,-150
5,4720,3016,-222.5
5,4820,1744,-175.5
5,4917,3792,-230.0
5,5193,16,-150
5,5194,2184,-159.5
5,5223,1704,-150
5,5653,5488,-150
5,5703,624,-150
5,5718,3072,-150
5,5830,368,-277.5
5,5986,1864,-252.5
5,6166,16,-150
5,6202,24,-150
5,6226,184,-169.0
5,6278,72,-150
5,6685,1624,-297.5
5,6690,16,-327.0
5,7036,912,-679.5
5,7074,16,-168.5
5,7172,3280,-150
5,7184,4992,-578.5
5,7285,160,-279.5
5,7363,2184,-538.5
5,7430,2560,-276.5
5,7597,16,-171.0
5,7909,368,-150
5,7943,328,-233.0
5,8190,760,-267.5
5,8460,1056,-213.0
5,8634,2152,-153.0
5,8689,3176,-309.5
5,8850,3328,-518.0
5,8937,5184,-150
5,9251,416,-481.0
5,9269,344,-150
5,9584,2128,-150
5,9665,1440,-150
5,9987,16,-150
5,10127,16,-258.0
5,10173,8560,-150
5,10458,224,-150
5,10476,1440,-762.5
5,10618,1976,-150
5,10772,7296,-150
5,10957,224,-596.5
5,11146,24,-150
5,11167,16,-150
5,11195,680,-268.0
5,11261,1264,-150
5,11269,1296,-150
5,11353,80,-151.0
5,11406,1808,-150
5,11419,176,-658.0
5,11626,1424,-338.0
5,11683,16,-150
5,11789,720,-150
5,12005,6656,-150
5,12042,1840,-506.0
5,12084,16,-292.0
5,12112,16,-610.5
5,12132,3184,-561.0
5,12211,2840,-376.5
5,12355,552,-181.0
5,12401,8680,-178.0
5,12460,8552,-616.5
5,12621,1816,-175.5
5,12665,696,-150
5,12949,2368,-260.0
5,13010,4976,-222.5
5,13128,4888,-150
5,13195,16,-179.5
5,13317,16,-150
5,13458,2192,-150
5,13569,16,-219.0
5,13882,456,-185.0
5,13906,7792,-150
5,14513,16,-150
5,14573,3176,-295.0
5,14598,16,-150
5,14959,16,-217.0
5,15138,5360,-1126.0
5,15295,16,-150
5,15315,5000,-150
5,15342,24,-163.5
5,15504,512,-150
5,15522,16,-150
5,15527,1680,-404.0
5,15544,24,-150
5,15717,4576,-150
5,15809,7192,-150
5,15923,16,-282.5
5,15977,1280,-580.5
5,16070,4248,-233.0
5,16539,7016,-150
5,16610,16,-156.5
5,16929,5024,-150
5,17078,16,-150
5,17295,8288,-194.5
5,17375,6960,-244.5
5,17640,4632,-690.5
5,17746,24,-182.0
5,17886,16,-161.0
5,17956,16,-193.0
5,17987,4120,-284.5
5,18074,16,-150
5,18114,3016,-206.5
5,18170,16,-246.0
5,18176,7320,-244.0
5,18396,7456,-261.5
5,18465,16,-738.5
5,18473,16,-155.5
5,18610,2632,-348.0
5,18729,1280,-215.5
5,18775,3048,-405.5
5,18793,5280,-150
5,18915,3280,-150
5,18925,2992,-401.0
5,18992,16,-222.5
5,18994,1256,-160.0
5,19090,5944,-150
5,19125,16,-431.5
5,19143,4984,-188.0
5,19178,24,-150
5,19263,504,-150
5,19264,1488,-150
5,19311,1024,-150
5,19346,1624,-154.5
5,19614,1008,-416.5
5,19657,2952,-260.5
5,19795,24,-150
5,19815,2272,-150
5,19852,3760,-235.5
5,19882,2232,-150
5,20069,24,-150
5,20082,304,-171.5
5,20207,632,-540.0
5,20241,24,-150
5,20288,16,-150
5,20421,16,-150.5
5,20456,56,-212.5
5,20510,16,-150
5,20978,3672,-194.5
5,20995,16,-150
5,21047,24,-175.0
5,21207,3664,-356.0
5,21579,1440,-150
5,21639,1344,-434.5
5,21724,24,-150
5,22046,1088,-639.0
5,22358,16,-150
5,22373,56,-150
5,22418,7696,-150.0
5,22842,144,-184.5
5,22915,16,-184.5
5,22918,3088,-583.0
5,22933,2072,-150
5,23146,2064,-406.5
5,23263,6984,-150
5,23655,1712,-150
5,23696,616,-190.0
5,23964,16,-170.0
5,24002,3320,-424.0
5,24269,1008,-619.5
5,24330,1848,-150
5,24332,3216,-150
5,24392,2688,-191.5
5,24485,1760,-258.5
5,24667,1624,-171.5
5,24728,2064,-150
5,24797,24,-237.0
5,25061,16,-227.0
5,25119,64,-284.5
5,25290,3088,-150
5,25565,16,-240.0
5,25696,3488,-804.0
5,25732,1672,-150
5,25761,944,-150
5,25832,24,-150
5,25877,200,-415.0
5,25908,16,-150
5,25921,16,-150
5,25999,256,-456.0
5,26050,736,-314.5
5,26158,2688,-1567.5
5,26242,1096,-150
5,26360,7840,-150
5,26380,672,-150
5,26636,3968,-169.5
5,26892,1304,-190.0
5,27111,16,-150
5,27458,8536,-765.0
5,27661,4464,-519.5
5,27691,4872,-150
5,27882,16,-150
5,27976,2744,-150
5,28061,24,-150
5,28185,16,-150
5,28186,3440,-200.0
5,28199,1592,-263.0
5,28503,16,-150
5,28579,5896,-2423.0
5,28873,1808,-150
5,28941,5704,-150
5,29121,16,-170.0
5,29431,4528,-289.0
5,29567,1552,-150
5,29719,1184,-344.0
5,29989,72,-223.0
5,30001,976,-150
5,30004,4656,-1526.0
5,30092,16,-150
5,30100,1280,-667.0
5,30176,16,-150
5,30183,16,-150
5,30187,864,-448.0
5,30334,728,-170.5
5,30337,440,-297.5
5,30368,5088,-150
5,30664,3224,-906.0
5,30746,3064,-207.5
5,30977,4304,-396.0
5,31423,16,-169.0
5,31694,576,-339.0
5,31779,5768,-384.0
5,31850,808,-566.0
5,31873,1560,-150.0
5,32166,16,-150
5,32369,1544,-293.0
5,32464,1320,-176.0
5,32480,3232,-150
5,32668,2008,-237.0
5,32987,3192,-191.0
5,33192,5568,-507.0
5,33255,24,-157.0
5,33392,16,-216.5
5,33653,16,-150
5,34135,3480,-150
5,34230,16,-150
5,34332,16,-150
5,34485,8472,-462.0
5,34498,16,-232.5
5,34565,6240,-150
5,34677,1472,-878.5
5,34900,1936,-329.0
5,34904,5048,-150
5,34914,560,-406.0
5,34917,1752,-392.0
5,35058,2944,-265.0
5,35065,3456,-150
5,35409,328,-158.5
5,35415,1096,-150
5,35494,24,-176.5
5,35510,120,-793.0
5,35538,168,-169.0
5,35553,16,-200.5
5,35609,16,-150
5,36117,7376,-192.0
5,36161,4880,-215.5
5,36265,160,-151.0
5,36342,16,-150
5,36429,16,-150
5,36601,424,-276.0
5,36651,312,-177.5
5,36826,1520,-150
5,37153,2432,-150
5,37171,96,-150
5,37419,5664,-150
5,37556,4336,-150
5,37589,544,-150
5,37663,3280,-363.5
5,37741,16,-150
5,37890,16,-150
5,38127,16,-311.0
5,38212,1912,-170.0
5,38260,352,-150
5,38350,8192,-150
5,38505,16,-163.0
5,38610,16,-150
5,38629,344,-150
5,38710,1240,-150
5,38713,4080,-771.5
5,38766,584,-260.5
5,38964,1056,-150
5,39111,7288,-150
5,39113,16,-173.5
5,39172,616,-150
5,39267,4560,-150
5,39351,16,-357.5
5,39368,6648,-150
5,39589,728,-246.5
5,39746,1432,-150
5,39865,432,-729.0
5,39907,1768,-150
5,40179,16,-150
5,40351,104,-172.0
5,40583,16,-150
5,40697,5608,-161.5
5,40717,1352,-1721.0
5,40724,784,-156.5
5,40778,16,-150
5,40781,752,-154.0
5,40906,104,-602.0
5,41049,7648,-823.0
5,41166,3840,-239.5
5,41222,448,-409.5
5,42135,1680,-150
5,42249,4904,-150
5,42378,2368,-272.0
5,42482,16,-150
5,42653,16,-150
5,42679,8240,-173.0
5,42851,24,-174.5
5,42853,16,-203.0
5,42864,16,-152.5
5,43047,8360,-170.0
5,43246,704,-150
5,43331,5256,-150
5,43557,1824,-150
5,43581,312,-277.0
5,43826,16,-150
5,44038,7664,-159.0
5,44338,3304,-266.5
5,44354,584,-150
5,44600,2040,-150
5,44672,8368,-193.0
5,44885,7920,-320.5
5,44888,6696,-150
5,44923,2304,-277.5
5,44941,1072,-232.0
5,45070,1672,-150
5,45271,3104,-150
5,45498,7528,-150
5,45534,24,-208.0
5,45754,16,-150
5,45862,16,-150
5,46134,24,-296.5
5,46136,3952,-180.5
5,46302,16,-152.0
5,46436,3448,-663.0
5,46542,3200,-150
5,46780,6408,-282.0
5,46875,816,-186.0
5,46883,16,-150
5,47275,6016,-150
5,47312,2680,-150
5,47399,24,-181.5
5,47422,1560,-150
5,47628,24,-216.5
5,47746,16,-241.0
5,47772,16,-150
5,47774,2208,-549.5
5,48020,24,-150
5,48224,7808,-150
5,48262,2920,-150
5,48353,7008,-150
5,48475,5088,-490.0
5,48738,4216,-150
5,48839,6416,-249.5
5,48890,16,-150
5,48971,632,-188.5
5,48993,2072,-287.0
5,49234,1376,-277.0
5,49297,4344,-150
5,49519,336,-150
5,49552,16,-150
5,49691,320,-203.5
5,49818,16,-150
5,49859,528,-150
5,49880,3520,-300.0
5,49952,16,-150
5,50596,3184,-304.0
5,50697,24,-150
5,50865,3664,-291.0
5,51129,16,-150
5,51229,1544,-593.0
5,51311,16,-171.5
5,51574,968,-150
5,51583,16,-307.5
5,51593,2200,-150
5,51762,488,-150
5,51918,16,-150
5,52038,1312,-150
5,52220,256,-821.5
5,52377,2432,-150
5,52397,880,-166.0
5,52652,592,-432.0
5,52656,1752,-366.0
5,52699,264,-181.5
5,52716,368,-176.0
5,53059,3600,-179.0
5,53071,128,-150
5,53074,40,-150
5,53313,24,-282.5
5,53398,1496,-335.5
5,53659,16,-153.0
5,53719,16,-150
5,53900,104,-150
5,54252,3344,-180.5
5,54332,328,-409.0
5,54350,696,-337.0
5,54393,88,-452.0
5,54454,4920,-522.0
5,54618,16,-151.5
5,54722,3760,-548.0
5,54757,6832,-150
5,54955,1824,-167.5
5,54976,16,-150
5,55048,16,-150
5,55193,1232,-150
5,55449,512,-435.5
5,55505,6104,-150
5,55580,8064,-150
5,55625,8472,-150
5,55936,632,-316.5
5,55989,5560,-193.0
5,55998,6048,-211.5
5,56101,16,-150
5,56146,16,-150
5,56177,1368,-219.5
5,56485,16,-150
5,56530,16,-150
5,56716,32,-173.5
5,56741,24,-150
5,56783,1632,-286.0
5,56839,3280,-150
5,56864,176,-150
5,57023,24,-150
5,57078,528,-551.5
5,57216,144,-245.5
5,57466,2936,-240.5
5,57557,952,-150
5,57683,1832,-150
5,57718,488,-272.0
5,57782,16,-150
5,58031,992,-408.0
5,58120,2968,-570.0
5,58242,960,-272.0
5,58243,24,-150
5,58254,1000,-642.5
5,58355,1336,-623.5
5,58399,4800,-471.0
5,58683,888,-628.5
5,58754,3568,-491.5
5,58807,1528,-299.5
5,58893,16,-150
5,59193,1728,-489.0
5,59446,232,-294.5
5,59488,2280,-150
5,59646,264,-229.5
5,59714,16,-150
5,59717,4024,-262.5
5,59848,2896,-454.0
5,59874,2064,-177.5
5,59913,16,-195.5
5,60047,352,-159.5
5,60126,384,-150
5,60471,96,-150
5,60583,480,-320.5
6,7,1784,-217.5
6,100,3840,-150
6,125,928,-193.5
6,155,16,-394.5
6,402,24,-150
6,442,16,-204.5
6,532,1776,-150
6,604,1192,-488.5
6,812,2208,-750.5
6,843,1016,-150
6,1094,16,-150
6,1147,16,-237.5
6,1187,64,-224.5
6,1489,16,-150
6,1572,3176,-150
6,2068,16,-150
6,2715,16,-341.0
6,2742,3632,-150
6,2778,16,-551.5
6,2782,384,-150
6,2838,5552,-150
6,2883,5272,-533.0
6,2906,1432,-460.5
6,2931,16,-150
6,3053,2656,-172.5
6,3075,1376,-411.0
6,3168,16,-181.0
6,3213,1448,-150
6,3340,16,-150
6,3427,24,-173.0
6,3806,6448,-150
6,4592,2416,-212.0
6,5056,16,-150
6,5098,2968,-150
6,5143,4176,-150
6,5148,1184,-195.0
6,5669,1512,-275.0
6,5704,1784,-236.0
6,5799,16,-150
6,5897,16,-150
6,5914,7272,-150
6,6014,528,-527.0
6,6231,88,-150
6,6402,1032,-312.5
6,6448,440,-150
6,6453,1208,-569.5
6,6512,816,-308.5
6,6757,640,-150
6,6903,24,-215.0
6,7283,1792,-842.0
6,7363,3904,-150
6,7509,832,-351.5
6,7531,1288,-150
6,7640,1560,-150
6,7749,16,-150
6,7782,5056,-150
6,7902,24,-150
6,8042,3072,-150
6,8197,936,-150
6,8258,6640,-151.0
6,8303,16,-150
6,8304,16,-273.5
6,8556,16,-352.5
6,8623,6248,-150
6,8659,16,-198.0
6,8664,1440,-348.0
6,9501,1624,-150
6,9690,168,-211.0
6,10344,16,-150
6,10624,1528,-200.0
6,10655,24,-150
6,10746,16,-164.5
6,10899,352,-150
6,11136,5816,-1022.0
6,11251,1024,-637.5
6,11433,1480,-150
6,11574,2776,-524.0
6,11585,3968,-150
6,11596,24,-150
6,11642,1432,-1093.5
6,11774,16,-150
6,11954,24,-163.5
6,11971,480,-246.0
6,12249,4472,-150
6,12308,1240,-172.0
6,12506,2552,-200.0
6,12699,24,-150
6,12817,16,-191.0
6,13271,3104,-494.0
6,13779,16,-150
6,13905,280,-160.5
6,13907,24,-150
6,13914,16,-150
6,13986,2088,-174.5
6,14092,2960,-1790.0
6,14247,2808,-150
6,14417,192,-150
6,14474,2176,-222.5
6,14627,1040,-150
6,14732,24,-150
6,14872,752,-150
6,14918,16,-150
6,14953,1680,-196.5
6,15011,16,-150
6,15051,4304,-939.5
6,15305,4480,-628.5
6,15361,520,-245.0
6,15455,424,-309.5
6,15675,16,-150
6,15712,2248,-152.5
6,15713,1776,-150
6,15964,704,-164.5
6,16069,16,-279.0
6,16445,16,-161.5
6,16506,1320,-150
6,16547,824,-229.5
6,16588,1616,-486.5
6,17501,16,-150
6,17509,5904,-665.0
6,17632,3136,-452.5
6,17739,2248,-1918.0
6,17864,984,-158.5
6,17908,64,-150
6,17921,1168,-224.5
6,18028,184,-150
6,18093,880,-298.5
6,18173,1264,-150
6,18218,4408,-176.5
6,18227,3176,-317.0
6,18373,6496,-404.5
6,18639,168,-150
6,18690,5528,-155.5
6,18869,2312,-150
6,18870,632,-414.0
6,19078,704,-150
6,19217,3472,-190.0
6,19231,6704,-150
6,19232,216,-772.5
6,19268,1488,-970.5
6,19269,376,-764.0
6,19303,1240,-150
6,19758,16,-150
6,20438,2408,-304.0
6,20836,7704,-190.5
6,20881,6656,-150
6,21093,1736,-185.0
6,21175,3216,-150
6,21362,5216,-150
6,21486,208,-150
6,21514,16,-182.0
6,21622,16,-209.0
6,21631,1880,-274.0
6,21677,440,-1040.0
6,21787,16,-150
6,21903,16,-150
6,21911,824,-443.0
6,21918,216,-658.0
6,22098,16,-559.0
6,22205,1976,-150
6,22408,3112,-150
6,22529,1288,-160.5
6,22554,2552,-1258.0
6,22769,592,-150
6,22924,1344,-544.0
6,23087,1616,-150
6,23144,3312,-446.5
6,23177,1768,-354.0
6,23272,648,-150
6,23561,16,-150
6,23594,24,-233.5
6,23664,16,-367.5
6,23778,5536,-572.0
6,24005,192,-418.0
6,24075,72,-223.0
6,24114,3216,-578.5
6,24157,16,-231.0
6,24207,5624,-700.5
6,24302,664,-150
6,24329,1400,-661.0
6,24404,1792,-150
6,24446,24,-150
6,24583,2504,-150
6,24592,824,-150
6,24620,2544,-492.0
6,25001,24,-150
6,25194,2872,-150
6,25427,16,-150
6,25680,344,-472.0
6,25772,16,-150
6,25870,2680,-164.0
6,25946,1712,-150
6,26064,4584,-174.0
6,26092,16,-204.0
6,26122,16,-234.5
6,26181,1952,-150
6,26225,176,-434.5
6,26230,664,-365.5
6,26398,8088,-175.0
6,26455,16,-196.0
6,26636,24,-150
6,26648,920,-296.5
6,26654,16,-150
6,26676,2552,-150
6,26733,24,-150
6,26810,16,-302.5
6,27041,2288,-150
6,27193,1536,-150
6,27257,56,-756.0
6,27290,1976,-150
6,27413,1624,-423.5
6,27456,1032,-424.5
6,27730,32,-150
6,27851,16,-150
6,27910,1280,-150
6,28241,2080,-396.5
6,28338,24,-150
6,28393,672,-651.0
6,28580,7432,-150
6,28617,1136,-467.5
6,28631,336,-580.5
6,28711,1784,-406.5
6,28933,416,-150
6,29152,5824,-150
6,29283,8592,-150
6,29502,584,-150
6,29503,2360,-150
6,29701,4944,-150
6,29706,16,-199.5
6,29851,5832,-516.5
6,29880,16,-150
6,29993,3160,-353.0
6,30257,24,-178.0
6,30507,1104,-150
6,30508,488,-150
6,30833,32,-199.0
6,30868,1752,-160.5
6,30888,5320,-150
6,30974,4024,-273.5
6,31100,648,-150
6,31171,2680,-326.0
6,31270,152,-291.5
6,31313,288,-409.5
6,31456,1056,-150
6,31463,592,-227.0
6,31479,2816,-448.5
6,31645,1128,-150
6,31671,528,-396.5
6,31716,16,-150
6,31843,1440,-293.0
6,32152,16,-186.5
6,32194,3216,-150
6,32519,24,-150
6,32521,792,-181.5
6,32540,376,-150
6,32616,3744,-1213.5
6,32669,3248,-150
6,33100,8704,-150
6,33264,16,-235.0
6,33311,192,-150
6,33360,3944,-150
6,33422,3872,-183.5
6,33651,1232,-216.0
6,34345,16,-218.5
6,34495,2064,-305.5
6,34508,2800,-150
6,34550,2576,-687.0
6,34632,416,-150
6,34687,1464,-150
6,34827,1968,-207.0
6,34914,2656,-436.0
6,35054,688,-150
6,35076,3032,-150
6,35096,920,-236.0
6,35216,3072,-150
6,35357,216,-250.0
6,35361,1040,-648.0
6,35401,1256,-150
6,35430,24,-196.0
6,35581,1384,-229.5
6,35960,6680,-150
6,36019,24,-158.5
6,36041,1808,-150
6,36099,1032,-387.0
6,36371,16,-162.0
6,36409,7344,-366.0
6,36548,16,-246.5
6,36692,144,-355.0
6,36694,96,-501.0
6,36808,16,-150
6,37204,3896,-150
6,37361,1048,-316.0
6,37495,2608,-150
6,37959,24,-150
6,38062,208,-268.5
6,38066,2408,-150
6,38106,24,-207.0
6,38146,1152,-150
6,38416,16,-150
6,38466,16,-150
6,38631,16,-150
6,38688,80,-177.5
6,38803,1200,-150
6,39065,2232,-150
6,39229,2320,-188.0
6,39253,16,-246.5
6,39329,688,-150
6,39402,16,-150
6,39584,3496,-157.5
6,39902,888,-256.5
6,40116,4440,-150
6,40154,16,-150
6,40341,4872,-150
6,40763,2720,-150
6,40853,928,-672.0
6,40922,2040,-317.5
6,40982,936,-692.0
6,41249,24,-151.0
6,41326,808,-305.0
6,41373,2920,-150
6,41450,3848,-184.5
6,41605,16,-168.5
6,41696,16,-150
6,41948,5816,-2002.5
6,42156,2272,-150
6,42265,32,-150
6,42281,1056,-150
6,42306,3872,-163.5
6,42473,3760,-250.5
6,43010,320,-217.5
6,43061,3416,-175.5
6,43143,24,-150
6,43192,2840,-150
6,43202,24,-354.0
6,43211,648,-342.5
6,43334,16,-150
6,43570,8440,-150
6,43681,16,-150
6,43774,2160,-150
6,43781,24,-184.5
6,43930,1200,-633.0
6,44218,16,-150
6,44524,640,-278.0
6,44599,1176,-150
6,44647,80,-150
6,44821,2728,-498.5
6,44845,1824,-150
6,44941,2320,-150
6,44974,16,-150
6,45026,16,-150
6,45138,3672,-365.0
6,45352,7960,-150
6,45359,272,-150
6,45479,4000,-150
6,45501,120,-166.5
6,45534,1408,-150
6,45581,416,-484.5
6,45799,1200,-547.0
6,45849,7800,-150
6,45872,3568,-150
6,45915,6232,-371.0
6,46039,7376,-150
6,46211,2904,-518.0
6,46339,16,-546.5
6,46546,544,-738.5
6,46586,512,-150
6,46594,864,-478.5
6,46612,384,-150
6,46751,712,-166.0
6,46878,16,-150
6,46968,6384,-297.5
6,47131,40,-150
6,47204,32,-150
6,47261,8336,-150
6,47319,32,-150
6,47346,16,-218.5
6,47362,1856,-340.0
6,47542,2112,-150
6,47577,2312,-150
6,47590,4784,-199.5
6,47762,344,-296.5
6,47799,6696,-218.0
6,47877,752,-150
6,48074,24,-243.5
6,48241,488,-313.5
6,48596,16,-207.5
6,48624,224,-269.5
6,48643,4224,-150
6,48815,24,-150
6,48818,1576,-150
6,48877,72,-158.0
6,48997,1144,-156.5
6,49071,1904,-234.5
6,49559,24,-150
6,49578,696,-273.0
6,49589,664,-300.0
6,49628,24,-185.5
6,49700,7176,-196.0
6,49728,1256,-150
6,49917,1664,-206.0
6,49941,16,-150
6,50182,6760,-203.5
6,50216,16,-172.0
6,50514,24,-150
6,50646,1192,-357.5
6,50708,776,-150
6,50733,2136,-150
