0.00,-0.00004245,0.00000401
0.30,0.00015645,0.00000153
0.60,0.00036680,0.00000287
0.90,0.00058489,0.00000245
1.20,0.00079380,0.00000271
1.51,0.00101203,0.00000273
1.80,0.00121769,0.00000300
2.10,0.00143564,0.00000272
2.40,0.00165281,0.00000321
2.70,0.00187370,0.00000230
3.00,0.00208256,0.00000245
